"speciesid","gr","count"
231579,cnidaria,5
260225,malacostraca,16
322555,,14
173823,,2
126955,actinopterygii,96
380062,,1
391738,,363
117983,cnidaria,31
290423,cnidaria,131
1055919,,3
107362,malacostraca,12
214603,,1
427542,,16
120910,,1
731153,,12
738626,gastropoda,164
210692,,20
151324,actinopterygii,3035
157763,,7
121517,,3
290217,cnidaria,2
381377,,7
290086,cnidaria,2
110720,malacostraca,173
217737,actinopterygii,5
219857,actinopterygii,91
418103,,12
215601,elasmobranchii,18
820364,,1
533460,gastropoda,5
1026018,,7
271729,actinopterygii,5
102234,malacostraca,93
413453,gastropoda,28
574116,,87
1034993,gastropoda,6
280002,actinopterygii,45
277353,actinopterygii,2
286108,cnidaria,2
1326499,annelida,1
328224,annelida,1
266361,,1
144511,,7
471128,,3
417567,,15
279637,actinopterygii,3
122121,,1
158554,elasmobranchii,20965
272192,actinopterygii,220
111444,,2
293639,actinopterygii,145
435007,gastropoda,2
243361,,2
145852,,20
615646,,38
168325,,4
196782,,372
461691,,9
115721,,30
275800,actinopterygii,7
167921,,2
132840,,2
924418,,4
250877,,13
275900,actinopterygii,3
287296,cnidaria,114
375676,,58
491096,gastropoda,4
156636,,468
139343,gastropoda,11
430414,gastropoda,3
422072,malacostraca,58
100851,cnidaria,3
287067,cnidaria,1
110601,malacostraca,97
711363,,1
107095,malacostraca,1055
125106,,1
475713,annelida,3
289491,cnidaria,5
607362,malacostraca,9
174566,annelida,7
758126,,1
596487,gastropoda,3
421321,,6
666472,,9
622582,,1
211030,malacostraca,31
282955,actinopterygii,10
386091,,9
818079,gastropoda,2
964565,,2
647409,,2
239701,,1
420918,,63
458622,gastropoda,33
431260,malacostraca,1
933581,,1
737990,,4
372963,,2
164998,,15
111231,,2
445079,malacostraca,2
851124,gastropoda,1
925909,,65
451159,,5
442723,malacostraca,1
265780,annelida,4
274360,actinopterygii,6
113930,,4209
472195,,7
171372,,8
145729,,110
286550,cnidaria,1
219853,actinopterygii,50
276475,actinopterygii,5
245808,,1
417065,,2
181923,malacostraca,120
219321,actinopterygii,4
743335,annelida,1
818933,,7
488699,malacostraca,20
126396,actinopterygii,547
139159,gastropoda,1
162297,,4
374669,,17
181714,malacostraca,4
258316,malacostraca,8
261414,malacostraca,1
545505,malacostraca,1
466285,,7
226726,malacostraca,3
344986,malacostraca,2
704083,,1262
332792,annelida,66
174027,,2
278611,actinopterygii,168
513340,,96
599103,gastropoda,1
143498,,2
257154,malacostraca,3
181890,malacostraca,99
144671,,2
740269,malacostraca,12
464134,,9
103141,malacostraca,9
255941,malacostraca,3
510240,malacostraca,1
271654,elasmobranchii,3981
212215,actinopterygii,70
102404,malacostraca,553
128148,,15
349187,,1
405947,malacostraca,1
341987,,71
147991,,2
278605,actinopterygii,5
759424,,1
742295,,3
472174,,3
1033404,annelida,1
514228,malacostraca,14
250265,,11
1297998,,1
397048,,39
156685,annelida,1
286158,cnidaria,1
182395,malacostraca,5
182242,malacostraca,6
391720,,2
124170,,69
237389,malacostraca,3
555258,malacostraca,3
714406,,7
456810,gastropoda,12
125414,cnidaria,57
414333,,1
382983,malacostraca,71
527494,,1
334960,annelida,5
141984,,4
254493,malacostraca,836
176649,,12
746423,,42
217237,,11
398331,elasmobranchii,647
759524,gastropoda,36
197022,gastropoda,2
1021581,actinopterygii,6
605561,gastropoda,176
592382,gastropoda,1
515536,malacostraca,249
842996,,1
465942,,3
419452,gastropoda,16
346242,,14
374730,,4
345693,,262
207391,cnidaria,604
147130,,1
423203,malacostraca,11
143099,,1
111387,,25
376054,,9656
166447,,3
171556,,30
333118,annelida,6
219994,actinopterygii,83
237078,malacostraca,3
733188,,47
841200,,1466
1356051,annelida,1
373128,,7
127344,actinopterygii,27
133587,,13
395556,gastropoda,1
113835,,34
852228,malacostraca,18
277340,actinopterygii,76
417692,,3
1307076,,3
490078,,42
1297853,gastropoda,1
429232,gastropoda,2
355785,,6
576244,,10
458380,gastropoda,15
707964,,1
286958,cnidaria,47
922230,,3
511804,gastropoda,100
421483,malacostraca,232
1340378,,2
285974,cnidaria,3
146733,gastropoda,96
138938,gastropoda,22
470755,,16
165008,,11
283693,cnidaria,2
594230,,17
459567,,21
533991,gastropoda,30
117421,cnidaria,1
845872,,1
376319,,1
273250,actinopterygii,11
419604,gastropoda,2
279235,actinopterygii,21
213263,,2
420462,gastropoda,17
217857,actinopterygii,38
260567,malacostraca,3
286986,cnidaria,22
211590,,6
109935,,4
279709,actinopterygii,1
818804,gastropoda,1
167770,,33
462723,,2
372248,,14
156433,annelida,82
389561,malacostraca,4
430570,gastropoda,11
107293,malacostraca,1
376082,,12
649985,,1
224351,gastropoda,68
475900,annelida,2
462734,,1
171283,,3
274991,actinopterygii,2
467084,,4
278517,actinopterygii,86
333960,annelida,48
332755,annelida,39
140969,gastropoda,1
489461,malacostraca,2
883820,,4
332508,annelida,11
127297,actinopterygii,215
196540,cnidaria,9
326274,annelida,1
575635,gastropoda,3
746727,,1
397137,gastropoda,1
255903,malacostraca,6
197271,gastropoda,1
536387,gastropoda,24
161006,,2
285011,cnidaria,11
395515,,4
393723,,65
141439,,4316
140309,gastropoda,1
219537,actinopterygii,159
171113,,1
448039,gastropoda,11
273473,actinopterygii,5
163551,,3
434877,gastropoda,8
273606,actinopterygii,2
288634,cnidaria,2
354875,,20
161365,malacostraca,4
458193,gastropoda,1
110367,annelida,1
834039,,937
1027277,,103
104279,,1
120850,,2
221063,malacostraca,108
425711,annelida,1
883180,annelida,1
355629,,1
111343,,499
234770,actinopterygii,252
213972,,1
119935,malacostraca,5
121250,,1
471844,,18
442130,malacostraca,11
130616,annelida,19906
622225,,11
434708,gastropoda,45
560034,annelida,8
259169,malacostraca,20
120842,,143
221109,cnidaria,14
344056,reptilia,13
104813,,136
100803,cnidaria,2074
406118,,2
720669,,125
464668,gastropoda,2
281520,actinopterygii,55
368460,,91
577423,gastropoda,1
214295,,85
285669,cnidaria,5
279502,elasmobranchii,25
488669,malacostraca,2
292825,,14
514403,malacostraca,41
231576,cnidaria,13
237413,malacostraca,7
293595,,6
719782,gastropoda,11
881103,gastropoda,1
988318,,2
159343,actinopterygii,9211
109643,,19
286548,cnidaria,16
126728,actinopterygii,23
266056,,3
170793,,10
409156,malacostraca,6
599257,gastropoda,3
420268,gastropoda,9
345460,,15
388573,actinopterygii,7
815944,,2
352097,,2
143617,,1
130473,annelida,193
377498,malacostraca,10
289306,cnidaria,8
448309,,3
1262334,malacostraca,69
159357,actinopterygii,111
734754,,5
356355,,6
1313058,,1
366880,malacostraca,53
422187,malacostraca,60
149607,,17
197486,gastropoda,138
596950,gastropoda,10
834165,annelida,1
873641,,1
238373,,458
462876,,1
209817,annelida,8
356011,,3
535337,,4
878406,,2
1035711,,134
389878,,2
259619,malacostraca,2
246121,,2
280720,actinopterygii,13
1313256,gastropoda,1
518446,,12
875341,,6
273982,actinopterygii,30
740493,gastropoda,9
237384,malacostraca,2
464385,,33
332161,annelida,2
277833,elasmobranchii,397
113092,,34
140849,,139
234402,,7
115934,,15
275049,actinopterygii,11
276519,actinopterygii,547
372499,,2
275840,actinopterygii,139
431278,malacostraca,27
280696,actinopterygii,6
396145,malacostraca,17
420611,gastropoda,1
109594,,31
147268,,1
490074,,13
290567,cnidaria,36
457786,gastropoda,2
506904,,23
139047,gastropoda,163
909934,,2
458244,gastropoda,1
233211,,45
526360,malacostraca,13
217790,actinopterygii,37
333719,annelida,3
160555,,215
369281,annelida,2
251128,,23
374366,,1
243981,,3
419048,,6
848271,,17
121819,,1
120700,,4
257847,malacostraca,1
126510,actinopterygii,53
278603,actinopterygii,146
350106,,1
398913,gastropoda,14
409007,malacostraca,23
1307168,,1
465569,,10
159351,actinopterygii,1247
747284,gastropoda,10
217543,actinopterygii,35
326485,annelida,1
105812,elasmobranchii,6937
1149649,,371
208943,cnidaria,49
221490,,541
212235,actinopterygii,208
140221,,32
377200,,3
170645,,3
126975,actinopterygii,8666
272826,actinopterygii,10
440162,malacostraca,49
272570,actinopterygii,1
281246,actinopterygii,70
220201,malacostraca,33
214716,malacostraca,4
927111,,140
504871,,18
440087,malacostraca,2
709140,malacostraca,7
104667,,7
1356042,annelida,1
599890,,1
103637,,12
515337,malacostraca,27
473867,gastropoda,5
580523,gastropoda,3
218115,actinopterygii,417
102205,malacostraca,1
169674,,2
715517,gastropoda,1
344065,reptilia,61
530899,gastropoda,19
174283,,7
116262,,1
1290612,gastropoda,1
212483,malacostraca,2
120838,,1
261116,malacostraca,3
344153,,146
421506,malacostraca,144
420457,gastropoda,125
287372,cnidaria,1
843197,annelida,2
835127,actinopterygii,13
530879,gastropoda,107
247138,malacostraca,4
458932,,4
219651,actinopterygii,734
409495,cnidaria,15
144704,,64
510224,malacostraca,2
256077,malacostraca,1
327776,annelida,16
1023699,gastropoda,1
275312,actinopterygii,1
168258,,23
219921,actinopterygii,491
238020,malacostraca,69
456788,,2
244605,malacostraca,175
124784,,10
131107,annelida,13848
588663,gastropoda,1
432899,gastropoda,6
1264634,malacostraca,1
249811,,4
211629,,3542
160440,gastropoda,267
279080,actinopterygii,5
368070,malacostraca,70
513574,,3
446301,gastropoda,3
175133,malacostraca,1
852977,malacostraca,3
534343,gastropoda,11
513369,,10
461750,,1
280903,actinopterygii,155
421281,,6
122189,,1
172062,,39
598644,gastropoda,2
408997,malacostraca,20
178254,,11
249868,,8
853008,malacostraca,7
469655,,1
387490,malacostraca,4
130688,annelida,1
522418,,3
104272,,430
830521,gastropoda,1
575179,,1
233888,,17
579157,malacostraca,1
208601,gastropoda,70
228544,,2
420758,,70
357231,,1
216595,,20
281726,actinopterygii,2
434096,gastropoda,7
280932,actinopterygii,505
490929,gastropoda,8
102980,malacostraca,141
280146,actinopterygii,69
489271,malacostraca,5
934814,gastropoda,1
122057,,1
263527,malacostraca,6
282808,actinopterygii,14
512360,cnidaria,1
837292,,1
600678,gastropoda,31
377252,,1
591484,gastropoda,2
111560,,1
290720,cnidaria,6
282067,actinopterygii,53
383266,gastropoda,42
667697,,9
514315,malacostraca,128
278730,actinopterygii,88
165100,,2
480226,,1
165641,,1
279939,actinopterygii,73
448123,gastropoda,1
1036223,,1
442325,malacostraca,3
373154,,4
103050,malacostraca,196
117526,cnidaria,19
1030596,gastropoda,1
156647,,18
290425,cnidaria,65
354144,,2
513332,,2
368071,malacostraca,5
1339816,annelida,1
713884,gastropoda,853
221487,,8
131515,annelida,32
491001,gastropoda,4
467546,cnidaria,3
746709,gastropoda,5
446442,gastropoda,31
145203,,17
219700,actinopterygii,3
390207,malacostraca,2
1011718,actinopterygii,106
534864,malacostraca,2
481011,,1
481494,,1
366856,aves,49
287648,cnidaria,11
395761,cnidaria,2
278688,actinopterygii,3
421106,,23
877180,gastropoda,5
291700,,342
466968,,5
257132,malacostraca,33
282113,actinopterygii,1
344945,,1
162455,,1
877792,malacostraca,1
250325,,2
504745,,15
284599,cnidaria,5
410013,gastropoda,556
492272,cnidaria,176
160520,,134
410855,gastropoda,1
465565,,1
143158,,1
869801,gastropoda,44
274524,actinopterygii,5
495684,,1
145357,,260
302165,actinopterygii,41
1354103,malacostraca,1
280952,actinopterygii,956
329552,annelida,14
475429,gastropoda,1
174113,,173
712748,actinopterygii,26
273945,actinopterygii,229
765829,gastropoda,22
279681,actinopterygii,15
607367,malacostraca,22
514318,malacostraca,26
145166,,21
559235,gastropoda,8
331981,annelida,16
368385,malacostraca,30
208888,,1
926211,,2
277792,actinopterygii,12
1289451,,53
507681,,1
760153,gastropoda,3
219694,actinopterygii,10
277651,actinopterygii,13
619112,,1
155762,,1
237547,malacostraca,9
441199,malacostraca,2
182272,malacostraca,7
841249,,30
469910,,35
249839,,2
599663,,6
419708,gastropoda,10
107308,malacostraca,1
739682,gastropoda,2
388966,malacostraca,56
744866,gastropoda,2
392063,malacostraca,4
1042737,actinopterygii,1
255879,malacostraca,4
100828,cnidaria,1
291180,cnidaria,212
440036,malacostraca,9
333593,annelida,2
283696,cnidaria,1
285491,cnidaria,16
238207,annelida,553
345389,,26
135038,,1
275090,actinopterygii,1
218619,actinopterygii,75349
257155,malacostraca,2
901129,,2
536317,gastropoda,43
181845,malacostraca,2
431415,malacostraca,25
1297657,,1
599174,gastropoda,1
386780,,11
430679,cnidaria,31
266134,,2
237131,malacostraca,5
256891,malacostraca,1
417852,,2
256357,malacostraca,5
380033,,1
255228,malacostraca,8
434399,gastropoda,5
145594,,639
374160,,1
1044988,,85
144755,,56
493594,,3
279863,actinopterygii,5
334195,annelida,29
236985,malacostraca,3
168002,,10
281403,actinopterygii,501
277722,actinopterygii,139
280518,actinopterygii,78
145793,,49
438700,gastropoda,3
1006755,annelida,1
127793,,687
276699,elasmobranchii,14573
362678,arachnida,1
183216,malacostraca,5
168376,,4
422399,,3
183243,annelida,109
115670,,3
340730,,1
450505,,13
374589,,3
442693,malacostraca,52
277415,actinopterygii,1
593420,gastropoda,1
535551,malacostraca,2
371147,,13
135015,,6
212295,,119
282294,actinopterygii,46
916154,,1
166641,,63
489672,malacostraca,2
868147,gastropoda,3
217602,actinopterygii,41
483855,,4
471287,,15
433786,gastropoda,1
227826,,4
219461,actinopterygii,466
217436,elasmobranchii,41
744513,gastropoda,1
374876,,984
211312,,3
645913,,36
272806,actinopterygii,38
247349,malacostraca,6
846028,malacostraca,49
413468,gastropoda,19
160882,,1
139500,gastropoda,439
173786,annelida,19
250586,,1
437216,gastropoda,20
578508,gastropoda,2
444705,malacostraca,92
863305,annelida,31
281518,actinopterygii,18
278576,actinopterygii,33
103663,,1
444723,malacostraca,40
282568,actinopterygii,28
121281,,12
828444,,21
215471,gastropoda,105
130513,annelida,351
243268,,3
208979,malacostraca,22
114215,,319
140577,,1178
279460,actinopterygii,14
477957,malacostraca,1
242872,,44
284113,cnidaria,6
488941,malacostraca,5
440152,malacostraca,4
419645,gastropoda,280
423252,malacostraca,5
377644,malacostraca,7
207393,cnidaria,50
398410,actinopterygii,49
1056522,malacostraca,26
580569,gastropoda,1
529133,,5
423782,,36
514342,malacostraca,2
220496,cnidaria,173
740967,malacostraca,8
421406,,16
906343,,5
123803,,1696
265830,,2
537037,gastropoda,10
993517,,1
390373,actinopterygii,9
423037,malacostraca,81
504649,,55
506794,,19
475608,annelida,20
178641,,243
851044,,1
912715,,12
369028,,1
548575,malacostraca,3
213842,,2
163250,,5179
470409,,5
131323,annelida,6
279607,actinopterygii,150
145287,,191
470229,,1
433851,gastropoda,10
475352,gastropoda,13
171923,,2
218484,actinopterygii,74
815622,cnidaria,4
366128,malacostraca,1
878478,,6
145404,,218
278383,actinopterygii,11
531436,malacostraca,17
848067,,253
211583,,2
102246,malacostraca,92
211775,actinopterygii,103
163913,,991
413394,gastropoda,1072
450668,gastropoda,56
548703,malacostraca,2
285497,cnidaria,2
491006,gastropoda,75
243488,,5
290797,cnidaria,74
829024,cnidaria,26
235957,,202
278035,actinopterygii,68
117545,cnidaria,226
120978,,3
599039,gastropoda,14
758238,cnidaria,143
165087,,3
329934,annelida,2
362158,,1
466133,,7
874191,gastropoda,4
404208,gastropoda,102
207650,gastropoda,2
113732,,51
293482,malacostraca,1
256559,malacostraca,7
1035103,,63
242829,,8
290323,cnidaria,34
472342,,1
445624,malacostraca,2
265121,,3
277659,actinopterygii,59
475557,annelida,5
168003,,6
491534,malacostraca,121
216688,gastropoda,256
344749,,246
120766,,139
241341,,177
392506,malacostraca,21
431847,malacostraca,71
191313,,4
626086,,4
434944,gastropoda,1
422221,,3
390372,actinopterygii,38
1027630,,6
459545,,70
398251,elasmobranchii,23
168233,,6
263928,malacostraca,162
124853,,547
182200,malacostraca,8
103906,,132
522801,,75
736648,annelida,2
120232,malacostraca,9
239458,,1
372577,,5
474924,actinopterygii,13
290799,cnidaria,10
451445,,2
575904,gastropoda,2
417241,,9
387996,,5
283973,cnidaria,1
434241,gastropoda,2
110655,,2
275095,actinopterygii,44
258080,malacostraca,5
256981,malacostraca,2
566760,gastropoda,2
597745,malacostraca,4
290980,cnidaria,4
266708,,5109
475465,gastropoda,3
228340,,1
140848,,9
171311,,1
414143,,63
240801,malacostraca,2
294617,malacostraca,2
1334964,,1
224891,,51
108981,,3
585766,gastropoda,4
271984,actinopterygii,2
250655,,17
343934,aves,9309
1027892,,830
178568,,1
275081,actinopterygii,19
444797,malacostraca,4
417226,,12
504281,,12
582058,gastropoda,1
373407,,1
287206,cnidaria,371
562413,,2
392018,malacostraca,6
168440,,205
209905,annelida,5
102564,malacostraca,437
926983,,1
207369,cnidaria,380
208440,,6
104333,,53
555271,malacostraca,3
536763,malacostraca,1
470959,,1
218080,actinopterygii,45
271338,elasmobranchii,10
290947,cnidaria,982
1059626,malacostraca,13
532565,gastropoda,2
924723,,3
283283,cnidaria,1
272075,actinopterygii,22
598166,gastropoda,3
767488,annelida,1
157637,,212
483427,,1
373495,,4
118630,malacostraca,2
274872,actinopterygii,1244
475382,gastropoda,3
420828,,12
103857,,135
234868,,42
241883,,1
394633,,113
216913,gastropoda,1
250938,,1
291649,,38
503307,,1
266099,,1
169868,,1
411004,cnidaria,7
240820,malacostraca,1
366890,malacostraca,149
110259,,3699
376849,,1
116982,annelida,2
215393,,16
426766,,1
160708,,1
120954,,1
218766,actinopterygii,161
178759,,21
557633,malacostraca,1
434580,gastropoda,2
173980,,3
236113,,1
279587,actinopterygii,110
288280,cnidaria,1
535071,,8
341808,,7
261705,malacostraca,6
408989,malacostraca,4
457396,gastropoda,3
392416,malacostraca,16
124918,,109
236715,,127
390107,actinopterygii,6
327166,annelida,1
330017,annelida,182
237861,malacostraca,170
208685,malacostraca,28
334273,annelida,27
241188,malacostraca,1
513525,,2
276013,actinopterygii,57
574919,gastropoda,1
280289,actinopterygii,5
152730,,3
213983,,63
272964,actinopterygii,58
352417,,1
420412,gastropoda,2
331330,annelida,1
239749,,2
102022,malacostraca,165
330865,annelida,48
160174,gastropoda,987
279492,actinopterygii,74
101878,malacostraca,4
132185,,1
127819,,173
333144,annelida,7
418015,,37
257577,malacostraca,2
356479,,2
265191,,20
1052455,annelida,30
111206,,8
126715,actinopterygii,16383
507960,,6
209389,actinopterygii,22
280896,actinopterygii,230
435187,gastropoda,2
757317,,1
872137,gastropoda,17
282314,actinopterygii,6
212186,,151
167884,,8
598146,gastropoda,1
330475,annelida,3
1255484,malacostraca,1
391061,,2
612103,,3
761239,,1
441790,malacostraca,91
150704,,3
273767,actinopterygii,1
369125,,2
355915,,12
346073,,3
442491,malacostraca,5
464816,gastropoda,2
247766,,1
742811,gastropoda,1
417919,,2
234707,actinopterygii,103
102643,malacostraca,49
869409,malacostraca,1
504368,,5
256118,malacostraca,1
418977,,6
598034,gastropoda,7
466430,,128
273857,actinopterygii,19
1014012,cnidaria,1
556793,malacostraca,2
276323,actinopterygii,205
243950,,5
481324,,1
180148,malacostraca,1
567120,,3
156336,,1
158586,actinopterygii,336
890056,gastropoda,2
351988,,2
182473,malacostraca,41
174947,malacostraca,1
240431,,2
166808,,1
159284,actinopterygii,10622
848093,,14
1318672,cnidaria,2
475021,actinopterygii,1
273406,actinopterygii,1
739506,malacostraca,23
243460,,41
115539,,7
990315,cnidaria,15
461188,,29
280824,actinopterygii,39
374386,,154
104301,,346
